PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2018-01-01T01:00:00Z,2018-01-01T00:00:00Z,PT60M,0.2,104,-8.7,0,0,0,0,9.4,51.5,991,333,3.7,113
2018-01-01T02:00:00Z,2018-01-01T01:00:00Z,PT60M,-0.5,96,-9.9,0,0,0,0,8.7,48.8,991.7,337,4.1,125
2018-01-01T03:00:00Z,2018-01-01T02:00:00Z,PT60M,-1.1,88,-11.2,0,0,0,0,8,46.2,992.3,341,4.5,137
2018-01-01T04:00:00Z,2018-01-01T03:00:00Z,PT60M,-1.7,78,-12.3,0,0,0,0,7.5,44.2,992.7,343,4.7,150
2018-01-01T05:00:00Z,2018-01-01T04:00:00Z,PT60M,-2.3,58,-13.3,0,0,0,0,7,42.7,993,344,4.7,161
2018-01-01T06:00:00Z,2018-01-01T05:00:00Z,PT60M,-2.9,11,-14.3,0,0,0,0,6.5,41.2,993.3,345,4.6,168
2018-01-01T07:00:00Z,2018-01-01T06:00:00Z,PT60M,-3.5,-47,-15,0,0,0,0,6.1,40.3,993.6,346,4.6,164
2018-01-01T08:00:00Z,2018-01-01T07:00:00Z,PT60M,-3.9,-73,-15.5,0,0,0,0,5.8,40,993.9,346,4.6,154
2018-01-01T09:00:00Z,2018-01-01T08:00:00Z,PT60M,-4.3,-85,-16,0,0,0,0,5.4,39.6,994.2,347,4.5,141
2018-01-01T10:00:00Z,2018-01-01T09:00:00Z,PT60M,-4.7,-94,-15.9,0,0,0,0,5.1,41.2,994.7,348,4.5,129
2018-01-01T11:00:00Z,2018-01-01T10:00:00Z,PT60M,-5.1,-101,-15.2,0,0,0,0,4.9,44.9,995.4,351,4.4,117
2018-01-01T12:00:00Z,2018-01-01T11:00:00Z,PT60M,-5.4,-108,-14.5,0,0,0,0,4.6,48.9,996,353,4.3,105
2018-01-01T13:00:00Z,2018-01-01T12:00:00Z,PT60M,-5.5,-116,-14.4,2,17,1,3,4.3,49.3,996.7,356,4.4,93
2018-01-01T14:00:00Z,2018-01-01T13:00:00Z,PT60M,-5.2,-125,-14.9,44,24,2,46,3.9,46.2,997.5,358,4.6,82
2018-01-01T15:00:00Z,2018-01-01T14:00:00Z,PT60M,-4.8,-135,-15.4,76,0,0,76,3.6,43.3,998.3,1,4.9,73
2018-01-01T16:00:00Z,2018-01-01T15:00:00Z,PT60M,-4.3,-147,-15.6,149,40,17,166,3.3,40.8,998.5,1,4.9,65
2018-01-01T17:00:00Z,2018-01-01T16:00:00Z,PT60M,-3.4,-161,-15.5,162,0,0,162,3.2,38.7,998.3,360,4.6,59
2018-01-01T18:00:00Z,2018-01-01T17:00:00Z,PT60M,-2.6,-177,-15.4,214,0,0,214,3.1,36.8,998,358,4.4,57
2018-01-01T19:00:00Z,2018-01-01T18:00:00Z,PT60M,-2.1,166,-15.4,323,16,8,331,3,35.6,997.7,356,4.3,58
2018-01-01T20:00:00Z,2018-01-01T19:00:00Z,PT60M,-2,152,-15.4,274,147,63,337,3,35.1,997.4,354,4.4,63
2018-01-01T21:00:00Z,2018-01-01T20:00:00Z,PT60M,-1.9,139,-15.5,79,769,261,341,3,34.6,997,352,4.6,70
2018-01-01T22:00:00Z,2018-01-01T21:00:00Z,PT60M,-2.3,128,-15.3,41,679,134,175,2.9,36.3,997.3,352,4.5,79
2018-01-01T23:00:00Z,2018-01-01T22:00:00Z,PT60M,-3.1,119,-14.7,9,137,13,22,2.8,40.5,998.2,353,4.1,89
2018-01-02T00:00:00Z,2018-01-01T23:00:00Z,PT60M,-4,111,-14.2,0,0,0,0,2.7,45.1,999.1,355,3.8,101
2018-01-02T01:00:00Z,2018-01-02T00:00:00Z,PT60M,-4.6,104,-14.6,0,0,0,0,2.5,45.5,999.6,357,3.8,112
2018-01-02T02:00:00Z,2018-01-02T01:00:00Z,PT60M,-5,96,-16.1,0,0,0,0,2.4,41.6,999.9,1,4.1,125
2018-01-02T03:00:00Z,2018-01-02T02:00:00Z,PT60M,-5.4,88,-17.5,0,0,0,0,2.3,38,1000.1,4,4.4,137
2018-01-02T04:00:00Z,2018-01-02T03:00:00Z,PT60M,-5.7,78,-18.3,0,0,0,0,2.3,36.3,1000.3,5,4.4,150
2018-01-02T05:00:00Z,2018-01-02T04:00:00Z,PT60M,-6,59,-18.6,0,0,0,0,2.2,36.4,1000.3,6,4.3,161
2018-01-02T06:00:00Z,2018-01-02T05:00:00Z,PT60M,-6.3,12,-18.8,0,0,0,0,2.1,36.5,1000.3,7,4.1,168
2018-01-02T07:00:00Z,2018-01-02T06:00:00Z,PT60M,-6.6,-47,-19,0,0,0,0,2.1,36.6,1000.3,8,3.9,164
2018-01-02T08:00:00Z,2018-01-02T07:00:00Z,PT60M,-6.8,-73,-19.3,0,0,0,0,2,36.5,1000.3,10,3.7,154
2018-01-02T09:00:00Z,2018-01-02T08:00:00Z,PT60M,-7.1,-85,-19.5,0,0,0,0,2,36.4,1000.2,12,3.5,141
2018-01-02T10:00:00Z,2018-01-02T09:00:00Z,PT60M,-7.6,-94,-19,0,0,0,0,2,39.8,1000.3,14,3.1,129
2018-01-02T11:00:00Z,2018-01-02T10:00:00Z,PT60M,-8.5,-101,-17.7,0,0,0,0,2.1,47.3,1000.6,16,2.6,117
2018-01-02T12:00:00Z,2018-01-02T11:00:00Z,PT60M,-9.4,-108,-16.5,0,0,0,0,2.2,56.2,1000.8,19,2.1,105
2018-01-02T13:00:00Z,2018-01-02T12:00:00Z,PT60M,-9.2,-116,-16.3,1,20,2,3,2.3,56.3,1001.1,23,2.1,93
2018-01-02T14:00:00Z,2018-01-02T13:00:00Z,PT60M,-8.1,-125,-17.2,30,570,86,116,2.4,47.8,1001.4,26,2.4,82
2018-01-02T15:00:00Z,2018-01-02T14:00:00Z,PT60M,-7,-135,-18.1,48,839,251,299,2.5,40.6,1001.8,28,2.7,73
2018-01-02T16:00:00Z,2018-01-02T15:00:00Z,PT60M,-5.5,-147,-18.4,57,935,398,455,2.6,35.6,1001.5,30,2.7,65
2018-01-02T17:00:00Z,2018-01-02T16:00:00Z,PT60M,-3.8,-161,-18,60,979,499,560,2.7,32.2,1000.6,34,2.4,59
2018-01-02T18:00:00Z,2018-01-02T17:00:00Z,PT60M,-2.1,-177,-17.7,62,993,541,603,2.8,29.2,999.7,38,2.1,57
2018-01-02T19:00:00Z,2018-01-02T18:00:00Z,PT60M,-1,167,-17.4,61,984,520,581,3,27.6,998.8,41,1.9,58
2018-01-02T20:00:00Z,2018-01-02T19:00:00Z,PT60M,-0.4,152,-17.1,59,947,436,495,3.1,27.1,997.8,43,1.8,63
2018-01-02T21:00:00Z,2018-01-02T20:00:00Z,PT60M,0.1,139,-16.9,53,870,302,355,3.2,26.7,996.8,45,1.6,70
2018-01-02T22:00:00Z,2018-01-02T21:00:00Z,PT60M,-0.1,128,-16.4,44,653,131,175,3.3,28,996.2,44,1.7,79
2018-01-02T23:00:00Z,2018-01-02T22:00:00Z,PT60M,-0.8,119,-15.7,9,149,14,23,3.4,31.4,996.1,42,2.1,89
2018-01-03T00:00:00Z,2018-01-02T23:00:00Z,PT60M,-1.6,111,-15,0,0,0,0,3.5,35.3,996,40,2.4,101
2018-01-03T01:00:00Z,2018-01-03T00:00:00Z,PT60M,-2.2,103,-14.8,0,0,0,0,3.6,37.6,995.7,43,2.4,112
2018-01-03T02:00:00Z,2018-01-03T01:00:00Z,PT60M,-2.6,96,-15,0,0,0,0,3.7,38.1,995.3,52,2,125
2018-01-03T03:00:00Z,2018-01-03T02:00:00Z,PT60M,-3,88,-15.2,0,0,0,0,3.8,38.7,994.9,65,1.7,137
2018-01-03T04:00:00Z,2018-01-03T03:00:00Z,PT60M,-3.2,78,-15.3,0,0,0,0,3.9,38.5,994.5,74,1.6,149
2018-01-03T05:00:00Z,2018-01-03T04:00:00Z,PT60M,-3.1,59,-15.5,0,0,0,0,3.9,37.6,994,78,1.6,161
2018-01-03T06:00:00Z,2018-01-03T05:00:00Z,PT60M,-3,12,-15.7,0,0,0,0,3.9,36.8,993.5,82,1.7,168
2018-01-03T07:00:00Z,2018-01-03T06:00:00Z,PT60M,-2.9,-46,-15.8,0,0,0,0,4,36.2,993,82,1.6,164
2018-01-03T08:00:00Z,2018-01-03T07:00:00Z,PT60M,-2.8,-72,-15.9,0,0,0,0,4,35.9,992.4,80,1.6,154
2018-01-03T09:00:00Z,2018-01-03T08:00:00Z,PT60M,-2.8,-85,-16,0,0,0,0,4.1,35.6,991.9,78,1.5,142
2018-01-03T10:00:00Z,2018-01-03T09:00:00Z,PT60M,-2.9,-93,-15.4,0,0,0,0,4.1,37.5,991.4,68,1.3,129
2018-01-03T11:00:00Z,2018-01-03T10:00:00Z,PT60M,-3.2,-101,-14.3,0,0,0,0,4.1,41.8,991,48,1.2,117
2018-01-03T12:00:00Z,2018-01-03T11:00:00Z,PT60M,-3.4,-108,-13.2,0,0,0,0,4.2,46.6,990.6,27,1.3,105
2018-01-03T13:00:00Z,2018-01-03T12:00:00Z,PT60M,-3.2,-116,-13.1,1,0,0,1,4.3,46.6,990.3,13,1.4,93
2018-01-03T14:00:00Z,2018-01-03T13:00:00Z,PT60M,-2.7,-124,-13.9,64,45,7,71,4.6,41.9,990.2,4,1.6,82
2018-01-03T15:00:00Z,2018-01-03T14:00:00Z,PT60M,-2.2,-135,-14.8,145,0,0,145,4.9,37.6,990.2,356,1.8,73
2018-01-03T16:00:00Z,2018-01-03T15:00:00Z,PT60M,-1.3,-147,-15.2,214,293,131,345,5.1,34.1,989.6,347,1.9,65
2018-01-03T17:00:00Z,2018-01-03T16:00:00Z,PT60M,0.1,-161,-15.1,221,478,245,466,5.2,31,988.5,335,1.9,59
2018-01-03T18:00:00Z,2018-01-03T17:00:00Z,PT60M,1.4,-177,-15,208,574,314,521,5.3,28.3,987.4,323,2,57
2018-01-03T19:00:00Z,2018-01-03T18:00:00Z,PT60M,2.2,167,-15,323,147,80,403,5.3,26.8,986.4,316,2.3,58
2018-01-03T20:00:00Z,2018-01-03T19:00:00Z,PT60M,2.5,152,-15,207,436,194,401,5.3,26.3,985.5,312,2.6,62
2018-01-03T21:00:00Z,2018-01-03T20:00:00Z,PT60M,2.7,139,-15.1,95,675,234,330,5.3,25.7,984.6,310,3,70
2018-01-03T22:00:00Z,2018-01-03T21:00:00Z,PT60M,2.4,128,-15.2,52,570,116,168,5.1,25.8,984.2,309,3.1,79
2018-01-03T23:00:00Z,2018-01-03T22:00:00Z,PT60M,1.7,119,-15.6,11,113,11,22,4.8,26.5,984.4,308,2.9,89
2018-01-04T00:00:00Z,2018-01-03T23:00:00Z,PT60M,0.9,111,-15.9,0,0,0,0,4.5,27.3,984.5,308,2.6,100
2018-01-04T01:00:00Z,2018-01-04T00:00:00Z,PT60M,0.2,103,-15.9,0,0,0,0,4.3,28.8,984.6,307,2.9,112
2018-01-04T02:00:00Z,2018-01-04T01:00:00Z,PT60M,-0.5,96,-15.6,0,0,0,0,4.2,31.1,984.7,307,3.6,124
2018-01-04T03:00:00Z,2018-01-04T02:00:00Z,PT60M,-1.2,88,-15.2,0,0,0,0,4.1,33.6,984.7,307,4.2,137
2018-01-04T04:00:00Z,2018-01-04T03:00:00Z,PT60M,-1.7,78,-14.9,0,0,0,0,4,35.6,984.6,307,4.7,149
2018-01-04T05:00:00Z,2018-01-04T04:00:00Z,PT60M,-2,59,-14.7,0,0,0,0,3.9,37.1,984.5,308,4.8,161
2018-01-04T06:00:00Z,2018-01-04T05:00:00Z,PT60M,-2.3,12,-14.5,0,0,0,0,3.8,38.6,984.4,309,4.9,168
2018-01-04T07:00:00Z,2018-01-04T06:00:00Z,PT60M,-2.7,-46,-14.4,0,0,0,0,3.7,40.1,984.3,309,5.1,164
2018-01-04T08:00:00Z,2018-01-04T07:00:00Z,PT60M,-3,-72,-14.3,0,0,0,0,3.5,41.4,984.2,309,5.2,154
2018-01-04T09:00:00Z,2018-01-04T08:00:00Z,PT60M,-3.4,-85,-14.2,0,0,0,0,3.4,42.9,984,309,5.3,142
2018-01-04T10:00:00Z,2018-01-04T09:00:00Z,PT60M,-3.8,-93,-13.8,0,0,0,0,3.2,45.8,983.9,310,5.4,129
2018-01-04T11:00:00Z,2018-01-04T10:00:00Z,PT60M,-4.3,-101,-13,0,0,0,0,3.1,50.6,983.8,312,5.3,117
2018-01-04T12:00:00Z,2018-01-04T11:00:00Z,PT60M,-4.8,-108,-12.3,0,0,0,0,3,55.7,983.6,314,5.2,105
2018-01-04T13:00:00Z,2018-01-04T12:00:00Z,PT60M,-4.9,-116,-12.5,1,18,2,3,2.9,55.2,983.9,315,5.4,93
2018-01-04T14:00:00Z,2018-01-04T13:00:00Z,PT60M,-4.6,-124,-13.6,32,545,82,114,2.9,49.3,984.6,316,5.9,82
2018-01-04T15:00:00Z,2018-01-04T14:00:00Z,PT60M,-4.3,-134,-14.7,51,822,246,297,2.9,44,985.3,317,6.4,73
2018-01-04T16:00:00Z,2018-01-04T15:00:00Z,PT60M,-3.6,-147,-15.5,60,924,394,455,2.9,39.3,985.7,317,6.6,65
2018-01-04T17:00:00Z,2018-01-04T16:00:00Z,PT60M,-2.7,-161,-16,65,970,496,561,2.9,35.2,985.9,317,6.6,59
2018-01-04T18:00:00Z,2018-01-04T17:00:00Z,PT60M,-1.7,-177,-16.4,67,987,540,607,2.9,31.6,986,316,6.5,57
2018-01-04T19:00:00Z,2018-01-04T18:00:00Z,PT60M,-1.1,167,-16.7,66,981,521,586,2.9,29.6,986.1,315,6.5,58
2018-01-04T20:00:00Z,2018-01-04T19:00:00Z,PT60M,-1,152,-16.9,62,947,440,502,3,28.8,986.1,314,6.4,62
2018-01-04T21:00:00Z,2018-01-04T20:00:00Z,PT60M,-0.8,139,-17.1,54,873,307,362,3.1,28,986.2,313,6.3,69
2018-01-04T22:00:00Z,2018-01-04T21:00:00Z,PT60M,-1,128,-17,40,704,144,184,3.1,28.7,986.5,313,6,79
2018-01-04T23:00:00Z,2018-01-04T22:00:00Z,PT60M,-1.5,119,-16.5,10,161,16,26,3.2,30.9,987.2,314,5.6,89
2018-01-05T00:00:00Z,2018-01-04T23:00:00Z,PT60M,-2,111,-16.1,0,0,0,0,3.3,33.2,987.9,315,5.2,100
2018-01-05T01:00:00Z,2018-01-05T00:00:00Z,PT60M,-2.7,103,-16.3,0,0,0,0,3.4,34.2,988.5,316,5.1,112
2018-01-05T02:00:00Z,2018-01-05T01:00:00Z,PT60M,-3.5,96,-17.2,0,0,0,0,3.5,33.8,989.1,318,5.2,124
2018-01-05T03:00:00Z,2018-01-05T02:00:00Z,PT60M,-4.3,88,-18.1,0,0,0,0,3.5,33.4,989.7,320,5.4,137
2018-01-05T04:00:00Z,2018-01-05T03:00:00Z,PT60M,-4.8,77,-18.7,0,0,0,0,3.6,32.8,990.1,321,5.2,149
2018-01-05T05:00:00Z,2018-01-05T04:00:00Z,PT60M,-5,59,-19.1,0,0,0,0,3.8,32.1,990.4,320,4.9,161
2018-01-05T06:00:00Z,2018-01-05T05:00:00Z,PT60M,-5.1,13,-19.5,0,0,0,0,3.9,31.5,990.6,319,4.6,168
2018-01-05T07:00:00Z,2018-01-05T06:00:00Z,PT60M,-5.2,-45,-19.8,0,0,0,0,4.2,30.8,990.9,318,4.4,164
2018-01-05T08:00:00Z,2018-01-05T07:00:00Z,PT60M,-5.3,-72,-20.1,0,0,0,0,4.7,30.1,991.1,318,4.2,154
2018-01-05T09:00:00Z,2018-01-05T08:00:00Z,PT60M,-5.3,-84,-20.4,0,0,0,0,5.1,29.5,991.2,318,4.1,142
2018-01-05T10:00:00Z,2018-01-05T09:00:00Z,PT60M,-5.7,-93,-19.8,0,0,0,0,5.6,32.2,991.5,317,3.9,129
2018-01-05T11:00:00Z,2018-01-05T10:00:00Z,PT60M,-6.6,-101,-18.2,0,0,0,0,6,39.4,991.9,316,3.6,117
2018-01-05T12:00:00Z,2018-01-05T11:00:00Z,PT60M,-7.4,-108,-16.6,0,0,0,0,6.4,48,992.3,315,3.3,105
2018-01-05T13:00:00Z,2018-01-05T12:00:00Z,PT60M,-7.1,-115,-16.3,2,15,1,3,6.6,48,992.8,314,3.3,93
2018-01-05T14:00:00Z,2018-01-05T13:00:00Z,PT60M,-5.7,-124,-17.2,33,488,74,107,6.5,39.7,993.3,312,3.5,82
2018-01-05T15:00:00Z,2018-01-05T14:00:00Z,PT60M,-4.2,-134,-18.1,54,775,232,286,6.5,32.9,993.8,310,3.7,73
2018-01-05T16:00:00Z,2018-01-05T15:00:00Z,PT60M,-2.7,-146,-18,61,886,379,440,6.5,29.8,994,308,3.8,65
2018-01-05T17:00:00Z,2018-01-05T16:00:00Z,PT60M,-1.2,-161,-16.7,67,933,478,545,6.5,29.6,993.7,305,4,59
2018-01-05T18:00:00Z,2018-01-05T17:00:00Z,PT60M,0.3,-177,-15.5,71,945,518,589,6.5,29.4,993.3,303,4.1,57
2018-01-05T19:00:00Z,2018-01-05T18:00:00Z,PT60M,1.3,167,-14.5,74,928,494,568,6.5,29.7,993.1,302,4.2,58
2018-01-05T20:00:00Z,2018-01-05T19:00:00Z,PT60M,1.7,152,-13.9,73,884,412,485,6.6,30.5,992.9,301,4.3,62
2018-01-05T21:00:00Z,2018-01-05T20:00:00Z,PT60M,2,139,-13.2,66,796,282,348,6.7,31.3,992.7,301,4.4,69
2018-01-05T22:00:00Z,2018-01-05T21:00:00Z,PT60M,1.9,128,-13.2,48,606,126,175,6.6,31.7,992.8,302,4.1,78
2018-01-05T23:00:00Z,2018-01-05T22:00:00Z,PT60M,1.3,119,-13.7,12,124,12,24,6.5,31.7,993,305,3.5,89
2018-01-06T00:00:00Z,2018-01-05T23:00:00Z,PT60M,0.8,111,-14.2,0,0,0,0,6.4,31.6,993.3,310,2.8,100
2018-01-06T01:00:00Z,2018-01-06T00:00:00Z,PT60M,0,103,-14.3,0,0,0,0,6.4,33.2,993.7,316,2.6,112
2018-01-06T02:00:00Z,2018-01-06T01:00:00Z,PT60M,-0.8,96,-13.8,0,0,0,0,6.3,36.6,994.1,321,3,124
2018-01-06T03:00:00Z,2018-01-06T02:00:00Z,PT60M,-1.6,88,-13.4,0,0,0,0,6.3,40.3,994.6,326,3.3,137
2018-01-06T04:00:00Z,2018-01-06T03:00:00Z,PT60M,-2.2,77,-13.2,0,0,0,0,6.4,42.6,994.9,327,3.3,149
2018-01-06T05:00:00Z,2018-01-06T04:00:00Z,PT60M,-2.5,58,-13.4,0,0,0,0,6.7,43,995.1,327,3,161
2018-01-06T06:00:00Z,2018-01-06T05:00:00Z,PT60M,-2.8,13,-13.5,0,0,0,0,7,43.5,995.3,327,2.8,168
2018-01-06T07:00:00Z,2018-01-06T06:00:00Z,PT60M,-3,-45,-13.6,0,0,0,0,7.3,43.9,995.5,326,2.6,164
2018-01-06T08:00:00Z,2018-01-06T07:00:00Z,PT60M,-3.2,-71,-13.7,0,0,0,0,7.7,44.3,995.8,323,2.4,154
2018-01-06T09:00:00Z,2018-01-06T08:00:00Z,PT60M,-3.4,-84,-13.8,0,0,0,0,8,44.6,996,321,2.3,142
2018-01-06T10:00:00Z,2018-01-06T09:00:00Z,PT60M,-3.9,-93,-13.6,0,0,0,0,8.2,46.8,996.3,321,2.1,129
2018-01-06T11:00:00Z,2018-01-06T10:00:00Z,PT60M,-4.6,-100,-13.3,0,0,0,0,8.3,50.9,996.6,325,1.9,117
2018-01-06T12:00:00Z,2018-01-06T11:00:00Z,PT60M,-5.4,-108,-12.9,0,0,0,0,8.4,55.4,996.9,329,1.8,105
2018-01-06T13:00:00Z,2018-01-06T12:00:00Z,PT60M,-5.2,-115,-12.9,2,3,0,2,8.2,54.4,997.3,334,1.9,93
2018-01-06T14:00:00Z,2018-01-06T13:00:00Z,PT60M,-4.1,-124,-13.4,61,166,26,87,7.8,48.3,997.8,339,2.4,82
2018-01-06T15:00:00Z,2018-01-06T14:00:00Z,PT60M,-3,-134,-13.8,151,256,76,227,7.5,42.9,998.4,342,2.9,73
2018-01-06T16:00:00Z,2018-01-06T15:00:00Z,PT60M,-1.8,-146,-13.9,205,357,155,360,7.1,39.1,998.5,341,3.1,65
2018-01-06T17:00:00Z,2018-01-06T16:00:00Z,PT60M,-0.4,-161,-13.5,187,579,298,486,6.8,36.5,998.2,338,3.2,59
2018-01-06T18:00:00Z,2018-01-06T17:00:00Z,PT60M,0.9,-177,-13.2,123,807,444,567,6.4,34.2,998,335,3.2,57
2018-01-06T19:00:00Z,2018-01-06T18:00:00Z,PT60M,1.7,167,-13,71,937,501,572,6.1,32.8,997.7,333,3.2,58
2018-01-06T20:00:00Z,2018-01-06T19:00:00Z,PT60M,2,152,-13,64,913,428,492,5.9,32,997.4,333,3.2,62
2018-01-06T21:00:00Z,2018-01-06T20:00:00Z,PT60M,2.3,139,-13,56,844,301,357,5.6,31.4,997.1,333,3.2,69
2018-01-06T22:00:00Z,2018-01-06T21:00:00Z,PT60M,2.1,128,-13.5,40,687,144,184,5.4,30.5,997.1,335,3.1,78
2018-01-06T23:00:00Z,2018-01-06T22:00:00Z,PT60M,1.3,119,-14.5,10,171,17,27,5.3,29.5,997.4,341,2.9,89
2018-01-07T00:00:00Z,2018-01-06T23:00:00Z,PT60M,0.6,111,-15.6,0,0,0,0,5.1,28.6,997.7,347,2.7,100
2018-01-07T01:00:00Z,2018-01-07T00:00:00Z,PT60M,-0.2,103,-16,0,0,0,0,4.9,29.3,998,354,2.4,112
2018-01-07T02:00:00Z,2018-01-07T01:00:00Z,PT60M,-1.1,96,-15.8,0,0,0,0,4.7,31.9,998.3,2,2,124
2018-01-07T03:00:00Z,2018-01-07T02:00:00Z,PT60M,-2,88,-15.6,0,0,0,0,4.4,34.6,998.6,13,1.7,137
2018-01-07T04:00:00Z,2018-01-07T03:00:00Z,PT60M,-2.6,77,-15.6,0,0,0,0,4.3,36.2,998.8,28,1.6,149
2018-01-07T05:00:00Z,2018-01-07T04:00:00Z,PT60M,-2.9,58,-15.8,0,0,0,0,4.2,36.4,998.9,42,1.6,160
2018-01-07T06:00:00Z,2018-01-07T05:00:00Z,PT60M,-3.3,13,-16,0,0,0,0,4.1,36.7,999,54,1.8,168
2018-01-07T07:00:00Z,2018-01-07T06:00:00Z,PT60M,-3.4,-44,-16.2,0,0,0,0,4.1,36.6,999,67,2,164
2018-01-07T08:00:00Z,2018-01-07T07:00:00Z,PT60M,-3.4,-71,-16.4,0,0,0,0,4.2,36.1,998.9,78,2.3,154
2018-01-07T09:00:00Z,2018-01-07T08:00:00Z,PT60M,-3.4,-84,-16.5,0,0,0,0,4.4,35.6,998.8,86,2.6,142
2018-01-07T10:00:00Z,2018-01-07T09:00:00Z,PT60M,-3.9,-93,-16.2,0,0,0,0,4.6,38.1,998.9,91,2.7,129
2018-01-07T11:00:00Z,2018-01-07T10:00:00Z,PT60M,-4.9,-100,-15.3,0,0,0,0,5.1,44,999.3,94,2.4,117
2018-01-07T12:00:00Z,2018-01-07T11:00:00Z,PT60M,-5.9,-107,-14.4,0,0,0,0,5.6,50.9,999.7,97,2.1,105
2018-01-07T13:00:00Z,2018-01-07T12:00:00Z,PT60M,-5.7,-115,-14.1,2,0,0,2,6.1,51.4,1000,103,2.2,93
2018-01-07T14:00:00Z,2018-01-07T13:00:00Z,PT60M,-4.4,-124,-14.4,64,0,0,64,6.6,45.5,1000.3,107,2.8,82
2018-01-07T15:00:00Z,2018-01-07T14:00:00Z,PT60M,-3.1,-134,-14.7,107,0,0,107,7,40.3,1000.6,109,3.4,73
2018-01-07T16:00:00Z,2018-01-07T15:00:00Z,PT60M,-1.6,-146,-14.6,125,0,0,125,7.4,36.4,1000.3,113,3.7,65
2018-01-07T17:00:00Z,2018-01-07T16:00:00Z,PT60M,0.1,-160,-14.2,170,0,0,170,7.7,33.4,999.4,118,3.6,59
2018-01-07T18:00:00Z,2018-01-07T17:00:00Z,PT60M,1.7,-177,-13.7,201,0,0,201,7.9,30.8,998.5,123,3.6,57
2018-01-07T19:00:00Z,2018-01-07T18:00:00Z,PT60M,2.7,167,-13.3,185,0,0,185,8.2,29.6,997.7,127,3.6,58
2018-01-07T20:00:00Z,2018-01-07T19:00:00Z,PT60M,3,152,-13.1,131,0,0,131,8.4,29.7,997,129,3.6,62
2018-01-07T21:00:00Z,2018-01-07T20:00:00Z,PT60M,3.3,139,-12.8,75,0,0,75,8.7,29.8,996.3,132,3.6,69
2018-01-07T22:00:00Z,2018-01-07T21:00:00Z,PT60M,3.1,128,-12.9,32,0,0,32,8.9,29.8,996,131,3.5,78
2018-01-07T23:00:00Z,2018-01-07T22:00:00Z,PT60M,2.6,119,-13.4,5,0,0,5,9.1,29.8,996.3,127,3.1,89
2018-01-08T00:00:00Z,2018-01-07T23:00:00Z,PT60M,2,111,-13.9,0,0,0,0,9.4,29.8,996.6,122,2.8,100
2018-01-08T01:00:00Z,2018-01-08T00:00:00Z,PT60M,1.3,103,-14.3,0,0,0,0,9.5,30.4,996.5,120,2.9,112
2018-01-08T02:00:00Z,2018-01-08T01:00:00Z,PT60M,0.4,96,-14.6,0,0,0,0,9.7,31.5,996.2,121,3.3,124
2018-01-08T03:00:00Z,2018-01-08T02:00:00Z,PT60M,-0.4,88,-14.9,0,0,0,0,9.8,32.6,995.9,121,3.7,136
2018-01-08T04:00:00Z,2018-01-08T03:00:00Z,PT60M,-0.8,77,-15,0,0,0,0,10.1,33.4,995.4,123,4,149
2018-01-08T05:00:00Z,2018-01-08T04:00:00Z,PT60M,-0.8,58,-14.8,0,0,0,0,10.6,33.8,994.8,124,4,160
2018-01-08T06:00:00Z,2018-01-08T05:00:00Z,PT60M,-0.7,14,-14.6,0,0,0,0,11.1,34.2,994.1,126,4.1,168
2018-01-08T07:00:00Z,2018-01-08T06:00:00Z,PT60M,-0.6,-43,-14,0,0,0,0,11.7,35.8,993.6,128,4,164
2018-01-08T08:00:00Z,2018-01-08T07:00:00Z,PT60M,-0.5,-71,-12.9,0,0,0,0,12.3,38.6,993.2,130,3.7,154
2018-01-08T09:00:00Z,2018-01-08T08:00:00Z,PT60M,-0.4,-84,-11.9,0,0,0,0,13,41.7,992.8,133,3.5,142
2018-01-08T10:00:00Z,2018-01-08T09:00:00Z,PT60M,-0.4,-93,-11,0,0,0,0,13.6,44.7,992.6,134,3.1,129
2018-01-08T11:00:00Z,2018-01-08T10:00:00Z,PT60M,-0.5,-100,-10.3,0,0,0,0,14,47.5,992.6,133,2.5,117
2018-01-08T12:00:00Z,2018-01-08T11:00:00Z,PT60M,-0.5,-107,-9.5,0,0,0,0,14.5,50.6,992.6,132,1.9,105
2018-01-08T13:00:00Z,2018-01-08T12:00:00Z,PT60M,-0.2,-115,-8.2,1,0,0,1,15.1,54.9,992.6,130,1.9,93
2018-01-08T14:00:00Z,2018-01-08T13:00:00Z,PT60M,0.4,-124,-6.3,47,0,0,47,15.9,60.8,992.3,130,2.5,82
2018-01-08T15:00:00Z,2018-01-08T14:00:00Z,PT60M,1,-134,-4.4,109,0,0,109,16.7,67.1,992.1,130,3.1,73
2018-01-08T16:00:00Z,2018-01-08T15:00:00Z,PT60M,1.8,-146,-2.5,162,0,0,162,17.7,73,991.7,131,3.2,65
2018-01-08T17:00:00Z,2018-01-08T16:00:00Z,PT60M,2.9,-160,-0.5,161,0,0,161,19,78.4,991,132,3,59
2018-01-08T18:00:00Z,2018-01-08T17:00:00Z,PT60M,3.9,-176,1.4,185,0,0,185,20.2,84,990.3,134,2.7,56
2018-01-08T19:00:00Z,2018-01-08T18:00:00Z,PT60M,4.4,167,2.7,169,0,0,169,21.5,88.5,989.7,132,2.6,57
