PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2018-03-17T10:00:00Z,2018-03-17T09:00:00Z,PT60M,12.6,-71,8.3,0,0,0,0,24.1,74.6,982.5,217,3.5,119
2018-03-17T11:00:00Z,2018-03-17T10:00:00Z,PT60M,12.9,-81,9.4,0,0,0,0,25.2,79.7,982.5,218,3.5,107
2018-03-17T12:00:00Z,2018-03-17T11:00:00Z,PT60M,13.1,-89,10.6,1,0,0,1,26.2,85,982.6,218,3.5,94
2018-03-17T13:00:00Z,2018-03-17T12:00:00Z,PT60M,13.5,-98,11.8,56,0,0,56,26.7,89.3,982.6,222,3.6,82
2018-03-17T14:00:00Z,2018-03-17T13:00:00Z,PT60M,14,-107,12.8,144,0,0,144,26.6,92.6,982.7,229,4,70
2018-03-17T15:00:00Z,2018-03-17T14:00:00Z,PT60M,14.5,-117,13.8,163,0,0,163,26.5,96,982.7,234,4.5,58
2018-03-17T16:00:00Z,2018-03-17T15:00:00Z,PT60M,15.1,-131,14.6,46,0,0,46,25.3,96.7,982.5,239,4.7,48
2018-03-17T17:00:00Z,2018-03-17T16:00:00Z,PT60M,15.8,-150,15,272,61,48,319,23.1,94.8,982.2,243,4.8,40
2018-03-17T18:00:00Z,2018-03-17T17:00:00Z,PT60M,16.5,-173,15.4,341,501,406,747,20.9,92.9,981.8,247,4.8,36
2018-03-17T19:00:00Z,2018-03-17T18:00:00Z,PT60M,17.6,162,15.4,311,552,439,750,19.1,86.8,981.1,250,4.9,37
2018-03-17T20:00:00Z,2018-03-17T19:00:00Z,PT60M,19,140,15,397,287,209,606,17.7,77.5,980.2,250,4.9,43
2018-03-17T21:00:00Z,2018-03-17T20:00:00Z,PT60M,20.5,124,14.6,351,204,126,476,16.4,69.3,979.2,251,4.8,52
2018-03-17T22:00:00Z,2018-03-17T21:00:00Z,PT60M,21.4,112,14.3,230,270,122,352,15.9,63.8,978.6,249,4.5,63
2018-03-17T23:00:00Z,2018-03-17T22:00:00Z,PT60M,21.8,102,13.9,112,67,15,127,16.4,60.6,978.5,245,3.9,75
2018-03-18T00:00:00Z,2018-03-17T23:00:00Z,PT60M,22.3,94,13.5,20,96,11,31,16.9,57.6,978.3,240,3.4,88
2018-03-18T01:00:00Z,2018-03-18T00:00:00Z,PT60M,21.8,85,13.4,0,0,0,0,17.7,58.8,978.3,240,3.3,100
2018-03-18T02:00:00Z,2018-03-18T01:00:00Z,PT60M,20.4,76,13.6,0,0,0,0,18.9,64.7,978.5,247,3.9,112
2018-03-18T03:00:00Z,2018-03-18T02:00:00Z,PT60M,19.1,65,13.7,0,0,0,0,20,71.2,978.6,252,4.5,124
2018-03-18T04:00:00Z,2018-03-18T03:00:00Z,PT60M,18.2,52,13.9,0,0,0,0,20.9,76.1,978.8,259,4.6,135
2018-03-18T05:00:00Z,2018-03-18T04:00:00Z,PT60M,17.7,33,14,0,0,0,0,21.6,78.8,979,269,4.3,143
2018-03-18T06:00:00Z,2018-03-18T05:00:00Z,PT60M,17.2,7,14.1,0,0,0,0,22.2,81.7,979.2,280,4.2,147
2018-03-18T07:00:00Z,2018-03-18T06:00:00Z,PT60M,16.6,-20,14,0,0,0,0,21.8,84.7,979.3,289,4,146
2018-03-18T08:00:00Z,2018-03-18T07:00:00Z,PT60M,15.8,-42,13.8,0,0,0,0,20.5,87.9,979.5,296,3.6,139
2018-03-18T09:00:00Z,2018-03-18T08:00:00Z,PT60M,15,-59,13.5,0,0,0,0,19.2,91.3,979.7,305,3.3,130
2018-03-18T10:00:00Z,2018-03-18T09:00:00Z,PT60M,14.4,-71,13.1,0,0,0,0,18.2,91.8,979.9,311,3,119
2018-03-18T11:00:00Z,2018-03-18T10:00:00Z,PT60M,14.1,-80,12.3,0,0,0,0,17.6,89.4,980.1,316,2.8,107
2018-03-18T12:00:00Z,2018-03-18T11:00:00Z,PT60M,13.7,-89,11.6,2,0,0,2,16.9,87,980.3,321,2.5,94
2018-03-18T13:00:00Z,2018-03-18T12:00:00Z,PT60M,14.2,-97,10.7,65,57,15,80,16.4,79.8,980.7,324,2.5,82
2018-03-18T14:00:00Z,2018-03-18T13:00:00Z,PT60M,15.4,-106,9.8,78,691,245,323,16,69.2,981.1,325,2.8,70
2018-03-18T15:00:00Z,2018-03-18T14:00:00Z,PT60M,16.6,-117,8.8,200,513,268,468,15.7,59.9,981.5,326,3,58
2018-03-18T16:00:00Z,2018-03-18T15:00:00Z,PT60M,17.9,-131,8,319,390,254,573,15.8,52.1,981.6,324,3.1,48
2018-03-18T17:00:00Z,2018-03-18T16:00:00Z,PT60M,19.4,-149,7.3,214,695,538,751,16.3,45.4,981.3,320,2.9,40
2018-03-18T18:00:00Z,2018-03-18T17:00:00Z,PT60M,20.8,-173,6.6,445,219,177,622,16.9,39.6,981,314,2.8,36
2018-03-18T19:00:00Z,2018-03-18T18:00:00Z,PT60M,21.7,162,6.2,448,84,66,514,17.7,36.5,980.5,309,2.6,37
2018-03-18T20:00:00Z,2018-03-18T19:00:00Z,PT60M,22,140,6,303,499,367,670,18.7,35.4,979.8,304,2.5,43
2018-03-18T21:00:00Z,2018-03-18T20:00:00Z,PT60M,22.3,124,5.8,348,163,103,451,19.8,34.3,979.2,298,2.4,52
2018-03-18T22:00:00Z,2018-03-18T21:00:00Z,PT60M,22.1,112,5.9,170,0,0,170,20.7,35,978.7,296,2.3,63
2018-03-18T23:00:00Z,2018-03-18T22:00:00Z,PT60M,21.5,102,6.4,63,0,0,63,21.6,37.4,978.5,298,2.2,75
2018-03-19T00:00:00Z,2018-03-18T23:00:00Z,PT60M,20.8,93,6.8,13,0,0,13,22.5,40.1,978.3,300,2.1,87
2018-03-19T01:00:00Z,2018-03-19T00:00:00Z,PT60M,19.7,85,7.6,0,0,0,0,23.4,45.5,978.3,301,1.8,100
2018-03-19T02:00:00Z,2018-03-19T01:00:00Z,PT60M,18,76,8.7,0,0,0,0,24.5,54.5,978.3,303,1.5,112
2018-03-19T03:00:00Z,2018-03-19T02:00:00Z,PT60M,16.4,65,9.9,0,0,0,0,25.6,65.3,978.3,306,1.1,124
2018-03-19T04:00:00Z,2018-03-19T03:00:00Z,PT60M,15.4,51,10.5,0,0,0,0,26.3,72.5,978.1,320,0.6,134
2018-03-19T05:00:00Z,2018-03-19T04:00:00Z,PT60M,15.1,32,10.6,0,0,0,0,26.9,74.7,977.8,35,0.4,143
2018-03-19T06:00:00Z,2018-03-19T05:00:00Z,PT60M,14.7,7,10.7,0,0,0,0,27.4,76.9,977.4,80,0.9,147
2018-03-19T07:00:00Z,2018-03-19T06:00:00Z,PT60M,14.4,-20,11,0,0,0,0,27.9,80.4,977,89,1.2,146
2018-03-19T08:00:00Z,2018-03-19T07:00:00Z,PT60M,14,-42,11.5,0,0,0,0,28.2,85.1,976.5,92,1.4,139
2018-03-19T09:00:00Z,2018-03-19T08:00:00Z,PT60M,13.6,-58,12,0,0,0,0,28.5,90,976,95,1.5,130
2018-03-19T10:00:00Z,2018-03-19T09:00:00Z,PT60M,13.5,-70,12.4,0,0,0,0,28.4,92.8,975.8,99,1.6,118
2018-03-19T11:00:00Z,2018-03-19T10:00:00Z,PT60M,13.7,-80,12.6,0,0,0,0,27.9,93.1,975.9,105,1.7,106
2018-03-19T12:00:00Z,2018-03-19T11:00:00Z,PT60M,13.8,-89,12.8,2,3,0,2,27.3,93.4,975.9,110,1.9,94
2018-03-19T13:00:00Z,2018-03-19T12:00:00Z,PT60M,14,-97,12.9,27,4,0,27,27,93.1,976,117,2,81
2018-03-19T14:00:00Z,2018-03-19T13:00:00Z,PT60M,14.2,-106,12.9,90,0,0,90,27.1,92.1,976.1,126,2.1,69
2018-03-19T15:00:00Z,2018-03-19T14:00:00Z,PT60M,14.4,-117,12.9,54,0,0,54,27.2,91.2,976.2,134,2.3,58
2018-03-19T16:00:00Z,2018-03-19T15:00:00Z,PT60M,15.3,-131,13.2,102,0,0,102,27.4,87.4,975.9,148,2.3,47
2018-03-19T17:00:00Z,2018-03-19T16:00:00Z,PT60M,17,-149,13.8,48,0,0,48,27.7,81.2,975.3,167,2.4,39
2018-03-19T18:00:00Z,2018-03-19T17:00:00Z,PT60M,18.7,-173,14.4,39,0,0,39,28,75.6,974.7,183,2.7,35
2018-03-19T19:00:00Z,2018-03-19T18:00:00Z,PT60M,19.9,161,14.8,60,0,0,60,28.4,72.2,973.8,191,3,36
2018-03-19T20:00:00Z,2018-03-19T19:00:00Z,PT60M,20.6,140,15.1,106,0,0,106,29,70.6,972.8,194,3.1,43
2018-03-19T21:00:00Z,2018-03-19T20:00:00Z,PT60M,21.3,124,15.4,86,0,0,86,29.6,69.1,971.7,196,3.3,52
2018-03-19T22:00:00Z,2018-03-19T21:00:00Z,PT60M,21,111,15.6,53,0,0,53,29.3,71.2,971,191,3.2,63
2018-03-19T23:00:00Z,2018-03-19T22:00:00Z,PT60M,19.8,102,15.7,74,0,0,74,28.1,77.4,970.6,177,3,75
2018-03-20T00:00:00Z,2018-03-19T23:00:00Z,PT60M,18.5,93,15.8,21,20,2,23,27,84.2,970.2,163,3,87
2018-03-20T01:00:00Z,2018-03-20T00:00:00Z,PT60M,17.7,84,15.8,0,0,0,0,27,88.2,970,161,3.2,100
2018-03-20T02:00:00Z,2018-03-20T01:00:00Z,PT60M,17.4,75,15.6,0,0,0,0,28.3,89.3,969.8,168,3.5,112
2018-03-20T03:00:00Z,2018-03-20T02:00:00Z,PT60M,17.1,65,15.5,0,0,0,0,29.5,90.3,969.6,173,3.8,124
2018-03-20T04:00:00Z,2018-03-20T03:00:00Z,PT60M,17,51,15.7,0,0,0,0,30,92,969.3,187,4,134
2018-03-20T05:00:00Z,2018-03-20T04:00:00Z,PT60M,17.3,32,16.4,0,0,0,0,29.7,94.5,968.9,206,4.4,142
2018-03-20T06:00:00Z,2018-03-20T05:00:00Z,PT60M,17.5,7,17,0,0,0,0,29.4,97,968.4,221,5.3,147
2018-03-20T07:00:00Z,2018-03-20T06:00:00Z,PT60M,17.5,-20,17.2,0,0,0,0,27.7,98.2,968.1,231,5.6,145
2018-03-20T08:00:00Z,2018-03-20T07:00:00Z,PT60M,17.1,-42,16.8,0,0,0,0,24.5,98.2,968,241,5.4,139
2018-03-20T09:00:00Z,2018-03-20T08:00:00Z,PT60M,16.7,-58,16.5,0,0,0,0,21.3,98.2,967.9,252,5.4,129
2018-03-20T10:00:00Z,2018-03-20T09:00:00Z,PT60M,16.1,-70,15.8,0,0,0,0,19.1,98.2,968,259,5,118
2018-03-20T11:00:00Z,2018-03-20T10:00:00Z,PT60M,15.2,-80,14.9,0,0,0,0,17.7,98.1,968.4,264,4.1,106
2018-03-20T12:00:00Z,2018-03-20T11:00:00Z,PT60M,14.4,-88,14.1,2,9,1,3,16.3,98.1,968.7,271,3.3,94
2018-03-20T13:00:00Z,2018-03-20T12:00:00Z,PT60M,14.4,-97,13.5,82,14,1,83,15.5,94.1,969,274,3,81
2018-03-20T14:00:00Z,2018-03-20T13:00:00Z,PT60M,15.5,-106,13.3,205,21,7,211,15.4,86.7,969.1,270,3.2,69
2018-03-20T15:00:00Z,2018-03-20T14:00:00Z,PT60M,16.5,-117,13,313,15,8,322,15.2,79.9,969.3,267,3.5,57
2018-03-20T16:00:00Z,2018-03-20T15:00:00Z,PT60M,17.5,-130,12.1,414,97,64,479,15.1,70.8,969.1,264,4,47
2018-03-20T17:00:00Z,2018-03-20T16:00:00Z,PT60M,18.4,-149,10.6,471,72,58,529,15.3,60.3,968.7,261,4.7,39
2018-03-20T18:00:00Z,2018-03-20T17:00:00Z,PT60M,19.3,-173,9,419,77,63,482,15.4,51.4,968.3,259,5.4,35
2018-03-20T19:00:00Z,2018-03-20T18:00:00Z,PT60M,19.4,161,8.2,347,201,163,510,15.7,48.2,968.1,262,5.9,36
2018-03-20T20:00:00Z,2018-03-20T19:00:00Z,PT60M,18.8,139,8.1,315,470,352,667,16.1,49.9,967.9,267,6.4,42
2018-03-20T21:00:00Z,2018-03-20T20:00:00Z,PT60M,18.2,123,8,263,0,0,263,16.6,51.5,967.8,271,6.8,52
2018-03-20T22:00:00Z,2018-03-20T21:00:00Z,PT60M,16.8,111,7.8,160,0,0,160,16.8,55.4,968.3,275,7.1,63
2018-03-20T23:00:00Z,2018-03-20T22:00:00Z,PT60M,14.8,101,7.5,98,5,1,99,16.7,61.8,969.3,279,7,75
2018-03-21T00:00:00Z,2018-03-20T23:00:00Z,PT60M,12.8,93,7.2,25,21,2,28,16.6,69.2,970.4,283,7,87
2018-03-21T01:00:00Z,2018-03-21T00:00:00Z,PT60M,11.3,84,6.6,0,0,0,0,16,73,971.4,286,7.1,100
2018-03-21T02:00:00Z,2018-03-21T01:00:00Z,PT60M,10.3,75,5.6,0,0,0,0,14.9,72.8,972.4,288,7.1,112
2018-03-21T03:00:00Z,2018-03-21T02:00:00Z,PT60M,9.4,64,4.7,0,0,0,0,13.9,72.5,973.3,290,7.2,123
2018-03-21T04:00:00Z,2018-03-21T03:00:00Z,PT60M,8.4,50,3.6,0,0,0,0,12.8,71.9,974,291,7.1,134
2018-03-21T05:00:00Z,2018-03-21T04:00:00Z,PT60M,7.4,31,2.5,0,0,0,0,11.8,70.9,974.4,293,6.9,142
2018-03-21T06:00:00Z,2018-03-21T05:00:00Z,PT60M,6.4,7,1.3,0,0,0,0,10.8,69.9,974.8,294,6.7,146
2018-03-21T07:00:00Z,2018-03-21T06:00:00Z,PT60M,5.6,-20,0.3,0,0,0,0,10,68.6,975.2,295,6.7,145
2018-03-21T08:00:00Z,2018-03-21T07:00:00Z,PT60M,5,-42,-0.7,0,0,0,0,9.3,66.9,975.6,295,6.7,138
2018-03-21T09:00:00Z,2018-03-21T08:00:00Z,PT60M,4.4,-58,-1.6,0,0,0,0,8.6,65.2,976,295,6.7,129
2018-03-21T10:00:00Z,2018-03-21T09:00:00Z,PT60M,4,-70,-1.9,0,0,0,0,8.1,65.4,976.4,294,6.6,118
2018-03-21T11:00:00Z,2018-03-21T10:00:00Z,PT60M,3.7,-80,-1.8,0,0,0,0,7.9,67.3,976.8,294,6.4,106
2018-03-21T12:00:00Z,2018-03-21T11:00:00Z,PT60M,3.4,-88,-1.7,2,8,1,3,7.7,69.3,977.2,294,6.2,93
2018-03-21T13:00:00Z,2018-03-21T12:00:00Z,PT60M,3.6,-97,-2,62,11,1,63,7.7,66.5,977.7,295,6.5,81
2018-03-21T14:00:00Z,2018-03-21T13:00:00Z,PT60M,4.4,-106,-2.8,110,0,0,110,7.8,59.6,978.3,298,7.2,69
2018-03-21T15:00:00Z,2018-03-21T14:00:00Z,PT60M,5.1,-116,-3.6,104,0,0,104,7.9,53.4,978.9,301,8,57
2018-03-21T16:00:00Z,2018-03-21T15:00:00Z,PT60M,6,-130,-4.1,213,29,22,235,8.1,48.3,979.4,302,8.6,47
2018-03-21T17:00:00Z,2018-03-21T16:00:00Z,PT60M,7.2,-149,-4.2,438,171,133,570,8.3,44.3,979.7,302,8.9,38
2018-03-21T18:00:00Z,2018-03-21T17:00:00Z,PT60M,8.3,-173,-4.3,420,54,44,464,8.5,40.7,979.9,302,9.2,34
2018-03-21T19:00:00Z,2018-03-21T18:00:00Z,PT60M,9.1,161,-4.2,470,66,54,524,8.6,38.8,980.2,303,9.3,36
2018-03-21T20:00:00Z,2018-03-21T19:00:00Z,PT60M,9.4,139,-4.1,407,17,12,419,8.8,38.2,980.6,303,9.2,42
2018-03-21T21:00:00Z,2018-03-21T20:00:00Z,PT60M,9.7,123,-4,347,185,111,458,9,37.7,980.9,304,9.1,51
2018-03-21T22:00:00Z,2018-03-21T21:00:00Z,PT60M,9.6,111,-4,244,217,91,335,9,38,981.6,305,8.4,63
2018-03-21T23:00:00Z,2018-03-21T22:00:00Z,PT60M,9.2,101,-4,103,402,110,213,8.8,39.1,982.7,307,7.1,75
2018-03-22T00:00:00Z,2018-03-21T23:00:00Z,PT60M,8.7,92,-4,20,158,19,40,8.6,40.2,983.8,310,5.9,87
2018-03-22T01:00:00Z,2018-03-22T00:00:00Z,PT60M,8,84,-4.2,0,0,0,0,8.3,41.8,984.7,313,5.3,99
2018-03-22T02:00:00Z,2018-03-22T01:00:00Z,PT60M,7.1,75,-4.4,0,0,0,0,7.9,43.9,985.6,316,5.5,112
2018-03-22T03:00:00Z,2018-03-22T02:00:00Z,PT60M,6.1,64,-4.6,0,0,0,0,7.5,46.1,986.5,319,5.6,123
2018-03-22T04:00:00Z,2018-03-22T03:00:00Z,PT60M,5.3,50,-4.8,0,0,0,0,6.9,47.8,987.1,321,5.6,134
2018-03-22T05:00:00Z,2018-03-22T04:00:00Z,PT60M,4.8,31,-5,0,0,0,0,6.2,49.1,987.6,323,5.4,142
2018-03-22T06:00:00Z,2018-03-22T05:00:00Z,PT60M,4.2,7,-5.2,0,0,0,0,5.5,50.4,988.1,325,5.2,146
2018-03-22T07:00:00Z,2018-03-22T06:00:00Z,PT60M,3.7,-20,-5.3,0,0,0,0,4.9,51.6,988.6,326,4.9,144
2018-03-22T08:00:00Z,2018-03-22T07:00:00Z,PT60M,3.3,-41,-5.5,0,0,0,0,4.4,52.8,989.1,326,4.7,138
2018-03-22T09:00:00Z,2018-03-22T08:00:00Z,PT60M,2.8,-57,-5.6,0,0,0,0,3.9,54,989.6,326,4.5,129
2018-03-22T10:00:00Z,2018-03-22T09:00:00Z,PT60M,2.3,-69,-5.4,0,0,0,0,3.7,56.8,990,325,4.2,117
2018-03-22T11:00:00Z,2018-03-22T10:00:00Z,PT60M,1.9,-79,-4.7,0,0,0,0,3.8,61.6,990.3,325,3.9,105
2018-03-22T12:00:00Z,2018-03-22T11:00:00Z,PT60M,1.5,-88,-4,3,16,1,4,3.9,66.8,990.6,324,3.5,93
2018-03-22T13:00:00Z,2018-03-22T12:00:00Z,PT60M,2.1,-96,-3.8,49,440,83,131,4.1,64.8,991,324,3.7,81
2018-03-22T14:00:00Z,2018-03-22T13:00:00Z,PT60M,3.7,-105,-4.1,80,756,282,362,4.4,56.5,991.5,326,4.3,68
2018-03-22T15:00:00Z,2018-03-22T14:00:00Z,PT60M,5.4,-116,-4.4,94,888,488,583,4.7,49.3,992,327,4.9,57
2018-03-22T16:00:00Z,2018-03-22T15:00:00Z,PT60M,7,-130,-4.4,101,953,659,761,5,44.3,992.1,326,5.3,46
2018-03-22T17:00:00Z,2018-03-22T16:00:00Z,PT60M,8.5,-149,-4.1,107,981,772,879,5.4,40.8,992,324,5.4,38
2018-03-22T18:00:00Z,2018-03-22T17:00:00Z,PT60M,10,-173,-3.8,111,989,820,931,5.8,37.6,991.8,323,5.5,34
2018-03-22T19:00:00Z,2018-03-22T18:00:00Z,PT60M,11.1,160,-3.5,107,988,805,912,6.1,35.9,991.5,321,5.6,35
2018-03-22T20:00:00Z,2018-03-22T19:00:00Z,PT60M,11.6,138,-3.2,102,968,721,823,6.4,35.3,991,321,5.7,42
2018-03-22T21:00:00Z,2018-03-22T20:00:00Z,PT60M,12.1,122,-3,94,924,578,672,6.6,34.8,990.5,321,5.8,51
2018-03-22T22:00:00Z,2018-03-22T21:00:00Z,PT60M,12.4,110,-3.2,82,838,389,471,6.8,33.7,990.2,320,5.4,62
2018-03-22T23:00:00Z,2018-03-22T22:00:00Z,PT60M,12.4,100,-3.8,60,669,184,244,6.9,32,990.3,320,4.4,74
2018-03-23T00:00:00Z,2018-03-22T23:00:00Z,PT60M,12.4,92,-4.5,19,211,26,44,7,30.5,990.4,320,3.4,87
2018-03-23T01:00:00Z,2018-03-23T00:00:00Z,PT60M,11.6,83,-4.3,0,0,0,0,7.2,32.7,990.7,321,3,99
2018-03-23T02:00:00Z,2018-03-23T01:00:00Z,PT60M,10,74,-3.2,0,0,0,0,7.6,39.5,991.2,325,3.3,111
2018-03-23T03:00:00Z,2018-03-23T02:00:00Z,PT60M,8.4,63,-2.1,0,0,0,0,7.9,47.8,991.7,328,3.6,123
2018-03-23T04:00:00Z,2018-03-23T03:00:00Z,PT60M,7.2,50,-1.5,0,0,0,0,8.3,53.7,992.1,330,3.6,133
2018-03-23T05:00:00Z,2018-03-23T04:00:00Z,PT60M,6.6,31,-1.5,0,0,0,0,8.7,56.2,992.2,333,3.3,141
2018-03-23T06:00:00Z,2018-03-23T05:00:00Z,PT60M,5.9,6,-1.6,0,0,0,0,9.1,58.8,992.4,337,3,145
2018-03-23T07:00:00Z,2018-03-23T06:00:00Z,PT60M,5.3,-19,-1.7,0,0,0,0,9.6,60.8,992.5,339,2.8,144
2018-03-23T08:00:00Z,2018-03-23T07:00:00Z,PT60M,4.8,-41,-1.9,0,0,0,0,10.1,62.3,992.6,338,2.6,138
2018-03-23T09:00:00Z,2018-03-23T08:00:00Z,PT60M,4.2,-57,-2.1,0,0,0,0,10.6,63.8,992.7,337,2.4,128
2018-03-23T10:00:00Z,2018-03-23T09:00:00Z,PT60M,3.8,-69,-2,0,0,0,0,11.1,65.9,992.8,338,2.3,117
2018-03-23T11:00:00Z,2018-03-23T10:00:00Z,PT60M,3.6,-79,-1.6,0,0,0,0,11.6,68.6,992.9,342,2.3,105
2018-03-23T12:00:00Z,2018-03-23T11:00:00Z,PT60M,3.4,-88,-1.3,3,9,1,4,12.1,71.4,993.1,347,2.2,93
2018-03-23T13:00:00Z,2018-03-23T12:00:00Z,PT60M,4.5,-96,-1.3,79,125,23,102,12.5,66.4,993.1,350,2.2,80
2018-03-23T14:00:00Z,2018-03-23T13:00:00Z,PT60M,6.7,-105,-1.6,184,160,63,247,13,55.3,993.2,352,2.1,68
2018-03-23T15:00:00Z,2018-03-23T14:00:00Z,PT60M,9,-116,-2,316,154,81,398,13.5,46.2,993.2,355,2.1,56
2018-03-23T16:00:00Z,2018-03-23T15:00:00Z,PT60M,11,-130,-1.9,338,368,253,591,13.9,40.8,993,347,2,46
2018-03-23T17:00:00Z,2018-03-23T16:00:00Z,PT60M,12.8,-149,-1.2,229,732,579,808,14.5,38,992.4,330,2,38
2018-03-23T18:00:00Z,2018-03-23T17:00:00Z,PT60M,14.6,-174,-0.6,201,813,677,878,15,35.4,991.9,314,2.2,34
2018-03-23T19:00:00Z,2018-03-23T18:00:00Z,PT60M,15.8,160,0.1,204,796,652,857,15.6,34.4,991.2,305,2.5,35
2018-03-23T20:00:00Z,2018-03-23T19:00:00Z,PT60M,16.4,138,0.8,257,644,480,737,16.4,34.8,990.3,301,2.8,41
2018-03-23T21:00:00Z,2018-03-23T20:00:00Z,PT60M,17,122,1.5,252,401,265,517,17.2,35.1,989.4,298,3.1,51
2018-03-23T22:00:00Z,2018-03-23T21:00:00Z,PT60M,17,110,1.7,233,233,102,335,17.8,35.7,989,297,3.2,62
2018-03-23T23:00:00Z,2018-03-23T22:00:00Z,PT60M,16.6,100,1.6,126,201,60,186,18.2,36.4,989,297,3,74
2018-03-24T00:00:00Z,2018-03-23T23:00:00Z,PT60M,16.1,91,1.4,22,0,0,22,18.6,37.1,989.1,298,2.9,87
2018-03-24T01:00:00Z,2018-03-24T00:00:00Z,PT60M,14.9,83,1.8,0,0,0,0,18.8,41.1,989.1,299,2.4,99
2018-03-24T02:00:00Z,2018-03-24T01:00:00Z,PT60M,13,74,2.6,0,0,0,0,19,49.3,989.2,301,1.8,111
2018-03-24T03:00:00Z,2018-03-24T02:00:00Z,PT60M,11.1,63,3.5,0,0,0,0,19.1,59.3,989.3,304,1.1,123
2018-03-24T04:00:00Z,2018-03-24T03:00:00Z,PT60M,9.7,49,3.8,0,0,0,0,19.1,66.6,989.2,304,0.4,133
2018-03-24T05:00:00Z,2018-03-24T04:00:00Z,PT60M,8.9,30,3.7,0,0,0,0,19,69.9,989,142,0.3,141
2018-03-24T06:00:00Z,2018-03-24T05:00:00Z,PT60M,8,6,3.6,0,0,0,0,18.9,73.4,988.9,136,1.1,145
2018-03-24T07:00:00Z,2018-03-24T06:00:00Z,PT60M,7.5,-19,3.4,0,0,0,0,19.1,75.6,988.7,139,1.5,144
2018-03-24T08:00:00Z,2018-03-24T07:00:00Z,PT60M,7.1,-41,3.3,0,0,0,0,19.6,76.5,988.4,147,1.6,137
2018-03-24T09:00:00Z,2018-03-24T08:00:00Z,PT60M,6.8,-57,3.1,0,0,0,0,20.1,77.3,988.2,154,1.7,128
2018-03-24T10:00:00Z,2018-03-24T09:00:00Z,PT60M,7.2,-69,3.4,0,0,0,0,20.4,76.8,988,161,1.9,117
2018-03-24T11:00:00Z,2018-03-24T10:00:00Z,PT60M,8.3,-79,4.1,0,0,0,0,20.5,74.8,987.8,167,2.1,105
2018-03-24T12:00:00Z,2018-03-24T11:00:00Z,PT60M,9.4,-87,4.8,4,5,0,5,20.6,73,987.7,173,2.3,92
2018-03-24T13:00:00Z,2018-03-24T12:00:00Z,PT60M,10.8,-96,5.5,60,6,0,61,20.9,69.7,987.5,181,2.6,80
2018-03-24T14:00:00Z,2018-03-24T13:00:00Z,PT60M,12.4,-105,6.1,122,0,0,122,21.4,65.3,987.2,192,3,68
2018-03-24T15:00:00Z,2018-03-24T14:00:00Z,PT60M,14,-115,6.7,128,0,0,128,21.9,61.3,987,199,3.4,56
2018-03-24T16:00:00Z,2018-03-24T15:00:00Z,PT60M,15.5,-129,7.4,257,0,0,257,22.6,58.3,986.4,205,4.1,45
2018-03-24T17:00:00Z,2018-03-24T16:00:00Z,PT60M,16.9,-149,8.2,251,0,0,251,23.6,56.4,985.4,209,4.8,37
2018-03-24T18:00:00Z,2018-03-24T17:00:00Z,PT60M,18.3,-174,9,479,202,169,648,24.6,54.5,984.4,211,5.5,33
2018-03-24T19:00:00Z,2018-03-24T18:00:00Z,PT60M,19.3,160,9.8,323,0,0,323,25.7,54.3,983.3,213,5.9,35
2018-03-24T20:00:00Z,2018-03-24T19:00:00Z,PT60M,19.7,138,10.6,336,25,18,353,26.9,55.8,982.1,215,6.1,41
2018-03-24T21:00:00Z,2018-03-24T20:00:00Z,PT60M,20.2,121,11.4,248,500,315,563,28.1,57.2,980.9,216,6.2,51
2018-03-24T22:00:00Z,2018-03-24T21:00:00Z,PT60M,20.3,109,11.5,257,52,23,280,28.3,56.8,980.2,217,5.9,62
2018-03-24T23:00:00Z,2018-03-24T22:00:00Z,PT60M,20.2,100,10.8,122,18,6,128,27.7,54.5,980,218,5.3,74
2018-03-25T00:00:00Z,2018-03-24T23:00:00Z,PT60M,20.1,91,10,18,1,0,18,27,52.4,979.8,218,4.6,86
2018-03-25T01:00:00Z,2018-03-25T00:00:00Z,PT60M,19.9,83,9.9,0,0,0,0,27,52.7,979.6,221,4.5,99
2018-03-25T02:00:00Z,2018-03-25T01:00:00Z,PT60M,19.5,73,10.4,0,0,0,0,27.4,55.5,979.6,224,5.1,111
2018-03-25T03:00:00Z,2018-03-25T02:00:00Z,PT60M,19.1,63,10.8,0,0,0,0,27.9,58.5,979.5,227,5.7,123
2018-03-25T04:00:00Z,2018-03-25T03:00:00Z,PT60M,18.7,49,11.3,0,0,0,0,28.2,62,979.4,230,5.9,133
2018-03-25T05:00:00Z,2018-03-25T04:00:00Z,PT60M,18.2,30,11.8,0,0,0,0,28.2,66.2,979.3,234,5.8,141
2018-03-25T06:00:00Z,2018-03-25T05:00:00Z,PT60M,17.7,6,12.3,0,0,0,0,28.3,70.7,979.1,239,5.8,145
2018-03-25T07:00:00Z,2018-03-25T06:00:00Z,PT60M,17.2,-19,13,0,0,0,0,28.3,76.1,979.1,244,5.6,143
2018-03-25T08:00:00Z,2018-03-25T07:00:00Z,PT60M,16.7,-41,13.7,0,0,0,0,28.1,82.6,979.3,249,5.2,137
