Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,971236,-,-,-,33.93,-84.34,-5,317,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,5,30,0,0,0,7.2,0.1,0.6,99.28,7.3,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,6,30,0,0,0,7,0.1,0.7,99.55,7.1,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,7,30,0,0,0,6.5,0.1,0.7,91,7.9,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,8,30,43,0,43,8.2,0.1,0.6,88.76,10,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,9,30,105,57,122,9.6,0.1,0.5,82.81,12.4,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,10,30,68,0,68,10.7,0.1,0.5,76.66,14.8,983,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,11,30,143,53,170,11.5,0.1,0.6,72.75,16.4,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,12,30,127,2,128,12.1,0.1,0.5,75.24,16.5,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,13,30,176,28,191,12.6,0.1,0.5,81.45,15.8,980,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,14,30,60,0,60,13.3,0.1,0.7,90.56,14.8,980,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,15,30,35,0,35,13.3,0.1,0.9,96.06,13.9,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,16,30,31,0,31,13,0.1,0.8,100,13,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,17,30,6,5,6,12.1,0.1,0.6,100,12.1,980,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,18,30,0,0,0,11.8,0.1,0.5,100,11.8,980,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,19,30,0,0,0,11.1,0.1,0.5,100,11.1,979,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,20,30,0,0,0,10.8,0.1,0.4,100,10.8,979,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,21,30,0,0,0,10.8,0.1,0.4,100,10.8,979,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,22,30,0,0,0,10.8,0.1,0.4,100,10.8,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,23,30,0,0,0,10.8,0.1,0.2,100,10.8,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,0,30,0,0,0,10.7,0.1,0.1,100,10.7,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,1,30,0,0,0,10.5,0.1,0.2,100,10.5,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,2,30,0,0,0,10.4,0.1,0.2,100,10.4,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,3,30,0,0,0,10.4,0.1,0.2,100,10.4,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,4,30,0,0,0,10.4,0.1,0.2,100,10.4,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,5,30,0,0,0,10.3,0.1,0.4,100,10.3,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,6,30,0,0,0,10,0.1,0.7,100,10,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,7,30,0,0,0,9.9,0.1,0.8,100,9.9,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,8,30,6,0,6,9.9,0.1,0.9,99.12,10,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,9,30,18,0,18,10.1,0.1,0.9,95.83,10.7,979,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,10,30,47,0,47,10.8,0.1,0.9,93.94,11.7,979,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,11,30,90,0,90,11.4,0.1,0.8,94.06,12.3,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,12,30,134,2,135,11.5,0.1,0.8,93.42,12.5,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,13,30,121,5,124,11.6,0.1,0.7,92.84,12.7,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,14,30,125,6,128,11.7,0.1,0.7,93.41,12.7,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,15,30,66,0,66,11.8,0.1,0.5,95.88,12.4,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,16,30,26,0,26,11.5,0.1,0.4,100,11.5,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,17,30,4,0,4,10.9,0.1,0.6,100,10.9,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,18,30,0,0,0,10.7,0.1,0.6,98.97,10.9,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,19,30,0,0,0,10.5,0.1,0.6,100,10.5,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,20,30,0,0,0,10.2,0.1,0.6,100,10.2,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,21,30,0,0,0,9.9,0.1,0.5,100,9.9,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,22,30,0,0,0,9.8,0.1,0.5,100,9.8,975,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,23,30,0,0,0,9.9,0.1,0.6,100,9.9,975,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,0,30,0,0,0,10.1,0.1,0.7,100,10.1,975,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,1,30,0,0,0,10.4,0.1,1,100,10.4,974,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,2,30,0,0,0,10.7,0.1,1.4,99.78,10.7,974,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,3,30,0,0,0,11,0.1,1.7,99.92,11,972,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,4,30,0,0,0,11.2,0.1,1.8,100,11.2,971,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,5,30,0,0,0,11.3,0.1,2,99.64,11.4,971,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,6,30,0,0,0,11.7,0.1,2.3,99.45,11.8,970,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,7,30,0,0,0,12,0.1,2.2,98.65,12.2,970,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,8,30,6,0,6,12.6,0.1,1.9,97.43,13,969,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,9,30,47,0,47,13.6,0.1,1.9,95.44,14.3,969,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,10,30,33,0,33,15.2,0.1,2,94.8,16,968,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,11,30,52,0,52,16.9,0.1,2.1,95.16,17.7,966,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,12,30,91,0,91,17.9,0.1,2.5,95.33,18.7,965,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,13,30,104,0,104,17,0.1,2.7,92.41,18.3,964,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,14,30,115,666,426,14.5,0.1,2.7,87.67,16.6,964,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,15,30,76,20,83,12.1,0.1,2.6,87.34,14.2,965,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,16,30,46,646,178,10.1,0.1,2.5,89.23,11.8,967,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,17,30,4,0,4,8.4,0.1,2.1,90.46,9.9,968,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,18,30,0,0,0,7.3,0.1,1.9,88.97,9,968,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,19,30,0,0,0,6.6,0.1,1.5,94.77,7.4,969,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,20,30,0,0,0,6,0.1,1.4,95.72,6.6,970,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,21,30,0,0,0,5.3,0.1,1.7,95.73,5.9,970,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,22,30,0,0,0,4.7,0.1,1.9,94.97,5.4,971,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,23,30,0,0,0,4.2,0.1,1.9,94.46,5,971,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,0,30,0,0,0,4,0.1,1.9,94.34,4.8,971,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,1,30,0,0,0,4,0.1,2,94.49,4.8,971,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,2,30,0,0,0,4,0.1,2.1,94.03,4.9,972,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,3,30,0,0,0,4.1,0.1,2.1,94.74,4.9,972,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,4,30,0,0,0,4.2,0.1,2.1,94.85,5,972,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,5,30,0,0,0,4.3,0.1,2,95.49,5,973,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,6,30,0,0,0,4.2,0.1,2,95.49,4.9,974,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,7,30,0,0,0,3.7,0.1,1.9,92.02,4.9,975,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,8,30,44,434,102,3.3,0.1,1.9,85.92,5.5,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,9,30,63,730,280,3.6,0.1,2,78.95,7,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,10,30,68,861,436,3.8,0.1,2.2,70.87,8.8,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,11,30,72,917,543,3.9,0.1,2.3,64.56,10.3,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,12,30,73,939,590,4.2,0.1,2.3,61.15,11.4,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,13,30,71,934,571,4.6,0.1,2.2,60.48,12,976,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,14,30,66,904,491,5.2,0.1,2,62.67,12.1,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,15,30,57,839,357,6,0.1,1.6,68.81,11.5,977,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,16,30,44,689,186,6.9,0.1,1.2,82.35,9.8,978,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,17,30,16,200,22,6.5,0.1,0.9,90.56,8,979,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,18,30,0,0,0,6,0.1,0.9,90.8,7.4,979,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,19,30,0,0,0,5.7,0.1,0.8,96.94,6.2,980,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,20,30,0,0,0,5.4,0.1,0.8,99.14,5.5,980,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,21,30,0,0,0,5,0.1,0.9,98.64,5.2,980,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,22,30,0,0,0,4.9,0.1,0.9,97.81,5.2,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,23,30,0,0,0,4.8,0.1,0.8,99.05,4.9,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,0,30,0,0,0,4.4,0.1,0.8,100,4.4,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,1,30,0,0,0,3.9,0.1,0.8,100,3.9,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,2,30,0,0,0,3.5,0.1,0.8,100,3.5,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,3,30,0,0,0,3.1,0.1,0.7,100,3.1,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,4,30,0,0,0,2.9,0.1,0.7,100,2.9,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,5,30,0,0,0,3,0.1,0.8,100,3,981,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,6,30,0,0,0,3.1,0.1,0.8,100,3.1,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,7,30,0,0,0,3.6,0.1,0.8,95.97,4.2,982,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
