Brand_Name_s__s,Equipment_Family_s,Nominal_Speed_of_Rotation_in_Revolutions_per_Minute__rpm__d,Operating_Mode_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model__Bare_Pump__m,Individual_Model_Number__Driver___If_Applicable_m,Individual_Model_Number__Controls___If_Applicable_m,Alternate_Single_Individual_Model_Number_for_Bare_Pump_with_Driver_or_Bare_Pump_with_Driver_and_Controls_m,Pump_Configuration_s,Pump_Energy_Index__PEI__as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Pump_Total_Head_in_Feet_at_Best_Efficiency_Point__BEP__and_Nominal_Speed_as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Volume_per_Unit_Time__Flow_Rate__in_Gallons_per_Minute__gpm__at_Best_Efficiency_Point__BEP__and_Nominal_Speed_d,Full_Impeller_Diameter_in_Inches__in___d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_EM_Pumps___Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Was_the_PEICL_Calculated_or_Tested__s,For_EM_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_25__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_50__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_75__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input__measured_as_the_input_power_to_the_driver_and_controls__at_100__Load_Point__Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_C_and_NC_Pumps___Was_the_PEIVL_Calculated_or_Tested__s,For_C_or_NC_Pumps___Variable_Load_Pump_Energy_Rating__PERVL___Optional__d,Pump_Efficiency_at_Best_Efficiency_Point__BEP__in_percent______Optional__d,For_RSV_and_ST_Pumps__the_Number_of_Stages_Tested_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-3x2.5x10-4P-PD,,,,4280-3x2.5x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,93.27,306.53,10.188,,,,,,,,,,0.91,2.6,6.05,11.89,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-3x2.5x10-2P-PD,,,,4280-3x2.5x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,393.56,587.46,10.188,,,,,,,,,,7.63,20.35,46.51,91.62,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-3x2x10-4P-PD,,,,4280-3x2x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.45,106.88,267.11,10.15,,,,,,,,,,0.88,2.52,5.86,11.54,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-3x2x10-4P-PD,,,,4030-3x2x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.44,106.88,267.11,10.15,,,,,,,,,,0.88,2.52,5.86,11.54,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-3x2x10-2P-PD,,,,4280-3x2x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,411.48,493.85,10.15,,,,,,,,,,7.34,19.46,44.38,87.43,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-3x1.5x10-4P-PD,,,,4030-3x1.5x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.45,103.28,132.58,10.188,,,,,,,,,,0.55,1.57,3.62,7.04,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-3x1.5x10-4P-PD,,,,4280-3x1.5x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,103.28,132.58,10.188,,,,,,,,,,0.55,1.57,3.62,7.04,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-3x1.5x10-2P-PD,,,,4280-3x1.5x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.45,429.36,237.82,10.188,,,,,,,,,,4.28,11.27,25.65,50.53,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Variable Load,4030-2x1x10-2P-PD,,,,4030-2x1x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,397.43,153.67,10.188,,,,,,,,,,3.31,8.98,20.52,40.01,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-8x8x8-4P-PD,,,,4030-8x8x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,43.44,1335.86,8.156,,,,,,,,,,1.55,4.57,10.69,20.9,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-5x4x8-4P-PD,,,,4030-5x4x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,58.98,630.7,8.188,,,,,,,,,,0.99,2.87,6.68,13.09,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-5x4x8-4P-PD,,,,4280-5x4x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,58.98,630.7,8.188,,,,,,,,,,0.99,2.87,6.68,13.09,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Variable Load,4030-5x4x8-2P-PD,,,,4030-5x4x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,229.51,1181.87,8.188,,,,,,,,,,8.01,21.56,49.38,97.24,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-5x4x8-2P-PD,,,,4280-5x4x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,229.51,1181.87,8.188,,,,,,,,,,8.01,21.56,49.38,97.24,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-4x3x8-4P-PD,,,,4280-4x3x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,57.86,278.73,8.125,,,,,,,,,,0.49,1.38,3.18,6.21,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-4x3x8-2P-PD,,,,4280-4x3x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,233.21,564.43,8.125,,,,,,,,,,3.87,10.75,24.65,47.83,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-3x2.5x8-4P-PD,,,,4030-3x2.5x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.45,54.82,270.8,8.188,,,,,,,,,,0.9,1.69,3.33,6.24,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-3x2x8-4P-PD,,,,4280-3x2x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,63.02,178.1,8.188,,,,,,,,,,0.61,1.25,2.58,4.88,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-3x2x8-2P-PD,,,,4280-3x2x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,259.27,448.29,8.188,,,,,,,,,,3.76,10.4,23.85,46.32,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-3x1.5x8-4P-PD,,,,4280-3x1.5x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,66.52,131.62,8.188,,,,,,,,,,0.55,1.07,2.15,4.03,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-3x1.5x8-2P-PD,,,,4280-3x1.5x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,273.1,255.79,8.188,,,,,,,,,,2.68,7.18,16.33,31.73,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-1.5x1x8-4P-PD,,,,4280-1.5x1x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,65.37,80.8,8.188,,,,,,,,,,0.36,0.75,1.55,2.93,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Variable Load,4030-4x3x6-2P-PD,,,,4030-4x3x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,125.78,566.49,6.18,,,,,,,,,,2.16,5.93,13.48,25.86,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-3x2.5x6-4P-PD,,,,4030-3x2.5x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.53,31.27,178.77,6.18,,,,,,,,,,0.33,0.63,1.27,2.37,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Variable Load,4030-3x2.5x6-2P-PD,,,,4030-3x2.5x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,122.86,409.42,6.18,,,,,,,,,,1.54,4.42,10.22,19.82,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-3x2x6-4P-PD,,,,4030-3x2x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.53,31.17,127.23,6.18,,,,,,,,,,0.23,0.47,0.95,1.77,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-3x2x6-4P-PD,,,,4280-3x2x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.53,31.17,127.23,6.18,,,,,,,,,,0.23,0.47,0.95,1.77,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Variable Load,4030-3x2x6-2P-PD,,,,4030-3x2x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,123.9,253.02,6.18,,,,,,,,,,1.07,3.0,6.91,13.42,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Variable Load,4030-3x1.5x6-4P-PD,,,,4030-3x1.5x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.53,35.56,101.35,6.18,,,,,,,,,,0.23,0.46,0.93,1.72,C,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Variable Load,4030-3x1.5x6-2P-PD,,,,4030-3x1.5x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,143.66,197.16,6.18,,,,,,,,,,1.02,2.85,6.55,12.73,C,,,,No,No
Armstrong,End suction close-coupled,1800.0,Variable Load,4280-1.5x1x6-4P-PD,,,,4280-1.5x1x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,33.26,54.92,6.18,,,,,,,,,,0.15,0.28,0.54,0.99,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-1.5x1x6-2P-PD,,,,4280-1.5x1x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.51,133.13,109.84,6.18,,,,,,,,,,0.62,1.73,3.97,7.6,C,,,,No,No
Armstrong,End suction close-coupled,3600.0,Variable Load,4280-3x3x5-2P-PD,,,,4280-3x3x5-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,51.38,284.23,4.75,,,,,,,,,,0.79,1.62,3.3,6.16,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-8x8x13-4P-PD,,,,4300-8x8x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,143.34,2200.94,13.188,,,,,,,,,,8.15,22.52,52.2,103.92,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-6x6x13H-4P-PD,,,,4380-6x6x13H-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,159.87,1342.4,13.188,,,,,,,,,,6.0,16.37,37.8,75.24,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-6x6x13H-4P-PD,,,,4300-6x6x13H-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,159.87,1342.4,13.188,,,,,,,,,,6.0,16.37,37.8,75.24,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-5x5x13H-4P-PD,,,,4300-5x5x13H-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,160.97,1067.45,13.188,,,,,,,,,,4.91,13.38,30.86,61.28,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-4x4x13L-4P-PD,,,,4300-4x4x13L-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,150.28,574.17,13.188,,,,,,,,,,2.65,7.41,17.12,33.57,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-5x5x13-4P-PD,,,,4380-5x5x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,153.13,920.53,13.188,,,,,,,,,,3.79,10.86,25.22,49.39,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-5x5x13-4P-PD,,,,4300-5x5x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,153.13,920.53,13.188,,,,,,,,,,3.79,10.86,25.22,49.39,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-3x3x13-4P-PD,,,,4300-3x3x13-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,159.16,293.99,13.188,,,,,,,,,,1.83,4.99,11.44,22.41,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-6x6x11.5-4P-PD,,,,4380-6x6x11.5-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,112.39,966.9,11.5,,,,,,,,,,2.88,8.14,18.81,36.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-6x6x11.5-4P-PD,,,,4300-6x6x11.5-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,112.39,966.9,11.5,,,,,,,,,,2.88,8.14,18.81,36.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-4x4x11.5-4P-PD,,,,4300-4x4x11.5-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,130.37,432.86,11.5,,,,,,,,,,1.73,4.8,11.05,21.58,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-8x8x10-4P-PD,,,,4300-8x8x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,83.69,1716.64,10.188,,,,,,,,,,3.68,10.51,24.38,47.8,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-6x6x10-2P-PD,,,,4380-6x6x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,386.08,1232.04,10.187,,,,,,,,,,14.11,38.93,90.09,178.9,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-4x4x10-4P-PD,,,,4380-4x4x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,96.12,350.25,10.188,,,,,,,,,,1.05,3.03,7.07,13.84,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-4x4x10-2P-PD,,,,4380-4x4x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,389.45,677.25,10.188,,,,,,,,,,8.94,23.96,54.9,108.45,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-3x3x10-4P-PD,,,,4380-3x3x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,106.36,264.47,10.188,,,,,,,,,,0.9,2.58,6.0,11.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-3x3x10-4P-PD,,,,4300-3x3x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,106.36,264.47,10.188,,,,,,,,,,0.9,2.58,6.0,11.81,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-3x3x10-2P-PD,,,,4380-3x3x10-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,405.33,528.77,10.156,,,,,,,,,,7.76,20.78,47.53,93.61,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-2x2x10-4P-PD,,,,4380-2x2x10-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,97.52,133.72,10.188,,,,,,,,,,0.53,1.51,3.49,6.79,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4300-5x5x8-2P-PD,,,,4300-5x5x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,206.06,821.34,8.188,,,,,,,,,,5.23,14.27,32.8,64.54,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-4x4x8-4P-PD,,,,4300-4x4x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,58.15,546.59,8.188,,,,,,,,,,0.91,2.61,6.08,11.95,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-4x4x8-2P-PD,,,,4380-4x4x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,227.99,1142.57,8.188,,,,,,,,,,7.99,21.52,49.28,97.05,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-3x3x8-4P-PD,,,,4380-3x3x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-3x3x8-4P-PD,,,,4300-3x3x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4300-3x3x8-2P-PD,,,,4300-3x3x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.46,236.32,565.14,8.188,,,,,,,,,,4.05,11.3,25.93,50.23,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-2x2x8-4P-PD,,,,4300-2x2x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,65.09,143.66,8.188,,,,,,,,,,0.58,1.17,2.38,4.48,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-2x2x8-2P-PD,,,,4380-2x2x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,254.92,278.15,8.188,,,,,,,,,,2.71,7.26,16.5,32.06,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4300-2x2x8-2P-PD,,,,4300-2x2x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,254.92,278.15,8.188,,,,,,,,,,2.71,7.26,16.5,32.06,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-1.5x1.5x8-4P-PD,,,,4380-1.5x1.5x8-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.45,61.58,50.88,8.188,,,,,,,,,,0.28,0.54,1.06,1.95,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4300-1.5x1.5x8-2P-PD,,,,4300-1.5x1.5x8-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,224.71,164.29,8.188,,,,,,,,,,1.53,4.4,10.17,19.73,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-6x6x6-4P-PD,,,,4300-6x6x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.47,24.45,671.14,5.94,,,,,,,,,,0.49,1.39,3.21,6.26,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4300-4x4x6-4P-PD,,,,4300-4x4x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.54,31.51,304.32,6.188,,,,,,,,,,0.54,1.04,2.08,3.89,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4300-4x4x6-2P-PD,,,,4300-4x4x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,125.88,608.56,6.188,,,,,,,,,,2.51,6.86,15.58,29.93,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-3x3x6-4P-PD,,,,4380-3x3x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,28.99,187.86,6.188,,,,,,,,,,0.32,0.61,1.2,2.24,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-3x3x6-2P-PD,,,,4380-3x3x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.48,115.94,375.71,6.188,,,,,,,,,,1.36,3.86,8.92,17.4,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4380-2x2x6-4P-PD,,,,4380-2x2x6-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.56,37.39,88.69,6.188,,,,,,,,,,0.27,0.49,0.95,1.74,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-2x2x6-2P-PD,,,,4380-2x2x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.49,149.22,172.69,6.188,,,,,,,,,,0.99,2.77,6.37,12.4,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4380-1.5x1.5x6-2P-PD,,,,4380-1.5x1.5x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,128.0,79.97,6.188,,,,,,,,,,0.52,1.43,3.26,6.29,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4300-1.5x1.5x6-2P-PD,,,,4300-1.5x1.5x6-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.5,128.0,79.97,6.188,,,,,,,,,,0.52,1.43,3.26,6.29,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4360-3D-4P-PD,,,,4360-3D-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.52,43.93,153.2,7.0,,,,,,,,,,0.37,0.77,1.59,3.01,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,4360-1.5D-4P-PD,,,,4360-1.5D-4P-*hp-PD,C-pump sold with a motor & continuous controls,0.53,46.44,54.2,7.0,,,,,,,,,,0.22,0.43,0.86,1.59,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4360-1.5B-2P-PD,,,,4360-1.5B-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.54,97.24,99.13,5.25,,,,,,,,,,0.73,1.41,2.8,5.18,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,4360-1.25B-2P-PD,,,,4360-1.25B-2P-*hp-PD,C-pump sold with a motor & continuous controls,0.54,71.34,82.64,5.25,,,,,,,,,,0.46,0.88,1.73,3.19,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0811-040.0,,,,DE 4302 0811-015.0,C-pump sold with a motor & continuous controls,0.47,112.39,966.9,11.5,,,,,,,,,,2.88,8.14,18.81,36.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0811-040.0,,,,DE 4302 0811-025.0,C-pump sold with a motor & continuous controls,0.47,112.39,966.9,11.5,,,,,,,,,,2.88,8.14,18.81,36.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0811-040.0,,,,DE 4302 0811-040.0,C-pump sold with a motor & continuous controls,0.47,112.39,966.9,11.5,,,,,,,,,,2.88,8.14,18.81,36.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0810-025.0,,,,DE 4302 0810-015.0,C-pump sold with a motor & continuous controls,0.48,94.15,673.19,10.188,,,,,,,,,,1.81,5.06,11.64,22.72,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 4302 0810-200.0,,,,DE 4302 0810-125.0,C-pump sold with a motor & continuous controls,0.49,386.08,1232.04,10.188,,,,,,,,,,14.11,38.93,90.09,178.9,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0410-015.0,,,,DE 4302 0410-010.0,C-pump sold with a motor & continuous controls,0.46,106.36,264.47,10.188,,,,,,,,,,0.9,2.58,6.0,11.81,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0808-015.0,,,,DE 4302 0808-010.0,C-pump sold with a motor & continuous controls,0.47,49.91,1035.6,8.188,,,,,,,,,,1.35,3.93,9.17,18.03,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0808-015.0,,,,DE 4302 0808-015.0,C-pump sold with a motor & continuous controls,0.47,49.91,1035.6,8.188,,,,,,,,,,1.35,3.93,9.17,18.03,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0608-015.0,,,,DE 4382 0608-005.0,C-pump sold with a motor & continuous controls,0.49,58.15,546.59,8.188,,,,,,,,,,0.91,2.61,6.08,11.95,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0608-015.0,,,,DE 4302 0608-005.0,C-pump sold with a motor & continuous controls,0.49,58.15,546.59,8.188,,,,,,,,,,0.91,2.61,6.08,11.95,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0608-015.0,,,,DE 4302 0608-007.5,C-pump sold with a motor & continuous controls,0.49,58.15,546.59,8.188,,,,,,,,,,0.91,2.61,6.08,11.95,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 4302 0608-100.0,,,,DE 4302 0608-050.0,C-pump sold with a motor & continuous controls,0.49,227.99,1142.57,8.188,,,,,,,,,,7.99,21.52,49.28,97.05,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 4302 0608-100.0,,,,DE 4302 0608-060.0,C-pump sold with a motor & continuous controls,0.49,227.99,1142.57,8.188,,,,,,,,,,7.99,21.52,49.28,97.05,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4382 0408-005.0,,,,DE 4382 0408-005.0,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0408-003.0,,,,DE 4302 0408-003.0,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0408-005.0,,,,DE 4302 0408-005.0,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,1800.0,Variable Load,DE 4302 0408-007.5,,,,DE 4302 0408-007.5,C-pump sold with a motor & continuous controls,0.48,62.72,305.44,8.188,,,,,,,,,,0.58,1.67,3.86,7.49,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 4302 0408-020.0,,,,DE 4302 0408-020.0,C-pump sold with a motor & continuous controls,0.46,236.32,565.14,8.188,,,,,,,,,,4.05,11.3,25.93,50.23,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 4302 0408-025.0,,,,DE 4302 0408-025.0,C-pump sold with a motor & continuous controls,0.46,236.32,565.14,8.188,,,,,,,,,,4.05,11.3,25.93,50.23,C,,,,No,No
Armstrong,In-line,3600.0,Variable Load,DE 4302 0408-040.0,,,,DE 4302 0408-040.0,C-pump sold with a motor & continuous controls,0.46,236.32,565.14,8.188,,,,,,,,,,4.05,11.3,25.93,50.23,C,,,,No,No
