cvRMSE Value
16.44235520734761,11.947881072487073,11.704078562524737,11.332501946115862,10.293032179197006,8.78096073787124,8.78096073787124,7.416561890281935,5.942624327125309,5.942624327125309,5.942624327125309,5.901375184965763,5.901375184965763,5.605770808154717,5.605770808154717,5.605770808154717,5.605770808154717,5.605770808154717,5.605770808154717,5.605770808154717,5.60503736839208,5.60503736839208,5.60503736839208,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585,5.5335664485799585

best chromosome in each generation
Heating COP,Cooling COP,Building air leakage level,Appliance,Lighting,Window1 Uvalue,Occupancy,Roof1 Uvalue,Opaque1 Uvalue,Window1 SRF All,14,16
0.7987537825173823,4.67611101493128,2.0,13.065544984882536,10.28380752146715,0.27128173277634676,30.91,0.21,0.40306997024659286,0.4905,0.26,0.26
0.7987537825173823,4.67611101493128,2.512203622672652,7.426784933324752,10.28380752146715,0.27128173277634676,30.91,0.21,0.3430841970977427,0.4160758537033271,0.42476840540791283,0.3897035169103119
0.7987537825173823,4.67611101493128,2.512203622672652,7.426784933324752,10.28380752146715,0.27128173277634676,30.91,0.21,0.45366659989159863,0.6879967564015832,0.3661924186210614,0.36435807007335586
0.7634535022701913,4.713043333625707,0.7312252985753536,10.333387253191578,9.57661061777984,0.3450803510430055,26.401770265981654,0.20176146489936192,0.33821634354637303,0.6918735382362604,0.329334175411901,0.383528551117126
0.7987537825173823,4.67611101493128,2.512203622672652,7.426784933324752,10.28380752146715,0.27128173277634676,26.401770265981654,0.20176146489936192,0.33821634354637303,0.6918735382362604,0.329334175411901,0.383528551117126
0.8556760568247552,4.830868398877515,1.3764831498046681,10.333387253191578,9.57661061777984,0.3450803510430055,30.91,0.21,0.45366659989159863,0.5225848903610766,0.33335326882001504,0.36435807007335586
0.8556760568247552,4.830868398877515,1.3764831498046681,10.333387253191578,9.57661061777984,0.3450803510430055,30.91,0.21,0.45366659989159863,0.5225848903610766,0.33335326882001504,0.36435807007335586
0.7291434243060655,4.830868398877515,1.3764831498046681,9.867621256106116,9.57661061777984,0.3450803510430055,30.91,0.21,0.45366659989159863,0.5225848903610766,0.33335326882001504,0.36435807007335586
0.8556760568247552,4.830868398877515,1.8676051159772755,8.810371748673687,9.57661061777984,0.3450803510430055,30.91,0.21,0.47044151096179354,0.6043818015246238,0.2607992301900047,0.48779732439222323
0.8556760568247552,4.830868398877515,1.8676051159772755,8.810371748673687,9.57661061777984,0.3450803510430055,30.91,0.21,0.47044151096179354,0.6043818015246238,0.2607992301900047,0.48779732439222323
0.8556760568247552,4.830868398877515,1.8676051159772755,8.810371748673687,9.57661061777984,0.3450803510430055,30.91,0.21,0.47044151096179354,0.6043818015246238,0.2607992301900047,0.48779732439222323
0.8556760568247552,4.830868398877515,1.8676051159772755,8.810371748673687,9.57661061777984,0.274915796337061,30.91,0.21,0.47044151096179354,0.6043818015246238,0.2607992301900047,0.48779732439222323
0.8556760568247552,4.830868398877515,1.8676051159772755,8.810371748673687,9.57661061777984,0.274915796337061,30.91,0.21,0.47044151096179354,0.6043818015246238,0.2607992301900047,0.48779732439222323
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.331452130655717,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.331452130655717,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.331452130655717,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.331452130655717,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.331452130655717,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.331452130655717,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.331452130655717,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.33734180552794013,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.33734180552794013,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.33734180552794013,30.91,0.21,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
0.8556760568247552,4.623591364269895,1.8676051159772755,8.810371748673687,9.57661061777984,0.27220207773699207,48.95439288512347,0.2664888455555664,0.31109842068495785,0.4673657615410044,0.2617154168996278,0.4698303352703753
