Net Present Cost [$]
431860149178.6923,431847484081.5525

best chromosome in each generation
Heating COP,Cooling COP,PV module Area,Window1 Overhang Angle_S,Window1 Overhang Angle_E,Natural Ventilation,Natural Ventilation,Natural Ventilation,Electric Battery,Electric Battery,Electric Battery,Lighting Dimmer
2.5218077822778695,3.8223532102177646,154.63337668465073,30.0,0.0,1.0,3.0,270.0,200.0,0.98,0.95,0.0
2.5218077822778695,3.82293594595901,154.63337668465073,30.0,0.0,1.0,3.0,270.0,200.0,0.98,0.95,0.0
