cvRMSE Value
50.73320888507514,22.34930393023759,21.90164066873088,20.35333556059894,20.11071660924191,20.11071660924191,19.919011492926884,19.919011492926884,19.919011492926884,19.919011492926884,19.919011492926884,19.919011492926884,19.91711753919389,19.892380634663116,19.887944414651994,19.887944414651994,19.887944414651994,19.887944414651994,19.887944414651994,19.884761279788286,19.86484177033413

best chromosome in each generation
Appliance,Roof1 Uvalue,Lighting,Cooling COP,15,12,17
13.108854986104337,0.22646056054849534,10.26090674155939,4.704905941026805,0.1,0.1,0.26
15.957556874267441,0.19781452976597722,8.420376960376252,4.57655868213733,30.645309739299016,0.1,0.26
15.957556874267441,0.19781452976597722,8.420376960376252,4.3247685620869385,30.645309739299016,0.1,0.26
15.957556874267441,0.19781452976597722,8.420376960376252,4.57655868213733,37.30234768294654,0.1,0.26
13.876209333549268,0.19781452976597722,8.420376960376252,4.7419104271248,39.120380450633576,0.1,0.26
13.876209333549268,0.19781452976597722,8.420376960376252,4.7419104271248,39.120380450633576,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,37.30234768294654,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,37.30234768294654,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,37.30234768294654,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,37.30234768294654,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,37.30234768294654,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,37.30234768294654,0.1,0.26
13.15404568044433,0.2177145982162506,10.277225318291237,4.952831743203899,39.52643881135736,0.1,0.26
15.77606448699095,0.21201514755690892,10.648236460261636,4.919264014713036,37.30234768294654,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,38.736373381385675,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,38.736373381385675,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,38.736373381385675,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,38.736373381385675,0.1,0.26
15.77606448699095,0.19781452976597722,9.060093885360939,4.919264014713036,38.736373381385675,0.1,0.26
15.448114092526485,0.20291389155276945,10.648236460261636,4.919264014713036,37.898162051096804,0.1,0.26
15.77606448699095,0.20467284908154632,10.648236460261636,4.930659190598048,37.30234768294654,0.1,0.26
